Region_Code,W_REGN_N,Province_Code,W_PROV_N,FOOD_2021,NFOOD_2021,TOTEX_2021,BREAD_2021,MEAT_2021,FISH_2021,MILK_2021,OIL_2021,FRUIT_2021,VEG_2021,SUGAR_2021,FOOD_NEC_2021,COFFEE_2021,MINERAL_2021,FOOD_OUTSIDE_2021,ALCOHOL_2021,TOBACCO_2021,OTHER_VEG_2021,CLOTH_2021,FURNISHING_2021,HEALTH_2021,HOUSING_WATER_2021,TRANSPORT_2021,COMMUNICATION_2021,RECREATION_2021,EDUCATION_2021,MISCELLANEOUS_2021,DURABLE_2021,OCCASION_2021,OTHER_EXPENDITURE_2021,FOOD_ACCOM_SRVC_2021,FOOD_2018,NFOOD_2018,TOTEX_2018,BREAD_2018,MEAT_2018,FISH_2018,MILK_2018,OIL_2018,FRUIT_2018,VEG_2018,SUGAR_2018,FOOD_NEC_2018,COFFEE_2018,MINERAL_2018,FOOD_OUTSIDE_2018,ALCOHOL_2018,TOBACCO_2018,OTHER_VEG_2018,CLOTH_2018,FURNISHING_2018,HEALTH_2018,HOUSING_WATER_2018,TRANSPORT_2018,COMMUNICATION_2018,RECREATION_2018,EDUCATION_2018,MISCELLANEOUS_2018,DURABLE_2018,OCCASION_2018,OTHER_EXPENDITURE_2018,FOOD_ACCOM_SRVC_2018
1100000000,Region XI - Davao,1102400000,Davao del Sur,235401834,374402015,609728258,69275908,40077320,37003882,17841304,4097618,10237564,15428083,4905325,9918536,5814207,8852537,11949550,3093052,5881678,4290,9799978,10008063,17939703,162848766,36951816,20765256,2207577,12276923,52614228,15668231,14868667,9392607,81180,249480495,313912385,563392869,67349987,33492542,33959174,19427376,3510227,6701611,13076566,4754038,4749146,7547125,7100887,47811816,3923755,7926525,4245,15020967,11081453,12478676,117058104,36875838,10359834,3513447,15474005,35815572,19828199,16524350,7553433,473982
1100000000,Region XI - Davao,1102500000,Davao Oriental,112440113,115830818,228208984,40556667,16351133,19235469,7575588,1665330,4631353,7100946,1814220,3502939,2940360,4595100,2471008,1712406,3417487,3090,3904381,4149170,9146357,32394066,14501184,6589440,966192,1582299,16396140,3816663,13342247,3832696,77000,107982046,105668584,213650627,40956731,12802787,18315130,6825303,1232867,2783084,6209277,1783215,1981059,3758359,2565444,8768790,1427493,3274174,14334,5694410,5087686,3621928,32006604,11570892,2283426,1760500,3027744,12815082,7365910,11058048,4498663,161690
1100000000,Region XI - Davao,1108200000,Davao de Oro,106247229,106542100,212758161,37023055,14702181,16565548,7892137,1736145,4235645,8257784,2207819,4284278,2659621,3599108,3083908,1271979,2830867,3133,4611710,4003047,5249622,36112488,14170296,5460702,762229,3040731,14585754,5356368,6732714,1948880,401580,93743247,95957998,189701237,33939653,11853410,13827597,7044845,1301948,2528538,6734957,1901897,2146279,2509458,2540826,7413839,1086408,1971387,2740,5445590,4552218,4150654,32165754,11852544,2239848,1113343,5100984,12257376,5673971,6169032,2020391,155758
1100000000,Region XI - Davao,1108600000,Davao Occidental,97132484,94011842,191122151,33689940,11508893,17648327,6108936,1709276,4619814,9074564,2621764,3554064,2935124,2193683,1468099,1482370,2721301,30280,4542575,4709895,4858267,33159876,9624414,3462204,700742,1316924,12861480,6037564,5678669,2809393,15888,83885257,75846827,159732082,34849423,7840497,12079422,4495145,1112179,2943356,7070772,2213973,1968363,2314588,1555112,5442427,1250412,2256861,10992,5663844,3795077,2824812,23417646,6856080,1100388,956616,3620209,9267534,6198695,5772460,2800126,55075
1200000000,Region XII - SOCCSKSARGEN,1204700000,Cotabato,119086520,139810135,258842928,38509674,16372016,20059763,7902532,1932046,5807006,9764053,2790530,4388351,3304469,4394215,3861865,1517976,3162170,25215,6282467,4638018,7477772,43748436,18798852,7070742,1577384,4395150,20051616,9943274,7434993,3494570,191500,112394633,117112114,229506744,36731217,12226121,17663232,7289183,1588791,4564265,8885833,2678621,2281604,3668763,3099147,11717856,1378044,3534634,35221,7202658,5315459,8154990,36879510,14223540,2832648,1531958,4901551,11998656,8138442,7893756,2747232,343815
1200000000,Region XII - SOCCSKSARGEN,1206300000,South Cotabato,227174761,330473323,557560801,68368513,33099318,36185365,17238868,3574151,10897712,17650258,4388643,8961610,5742136,7993636,13074551,3412056,8750015,2540,9603958,10011051,22189039,114468030,40876374,18443814,2697405,11386110,45778488,13791734,15592796,13262333,207580,245540389,320179550,565719934,75911501,26012982,34610856,18361234,3103723,7355905,14023993,4752887,4610862,7832164,6279374,42684908,3679720,8217921,9466,17625781,11241241,20808961,92076384,42925728,10210506,4301100,16202267,38416128,21496464,20424233,11952699,590951
1200000000,Region XII - SOCCSKSARGEN,1206500000,Sultan Kudarat,113042521,123486858,236475056,36977301,14240189,19510936,7198721,1881570,6164666,9386908,2473443,4127274,3568809,4656017,2856687,1684224,3415484,1560,9961552,3892789,6069081,39243348,13952226,6241566,840581,3619070,17575656,7330839,7374858,2189516,94508,108572460,105241411,213813871,38654582,11100445,15606855,6347584,1288873,3479335,7650322,1947001,2246369,4058228,2864873,13327993,1753331,3946949,10727,7187733,4275748,4765055,31754700,12713736,3161358,1664914,5976896,12536598,7341360,5613536,2151400,387370
1200000000,Region XII - SOCCSKSARGEN,1208000000,Sarangani,99737680,101962456,201664232,34604502,11410130,15698603,6362243,1715540,4576312,9131587,2290314,4096984,2918647,3390397,3542421,1516177,4822966,45232,4433228,3211298,4796354,31639482,14201064,4732512,616390,1975625,17341938,3303332,6368717,2951241,6900,92479204,88733616,181212817,32773597,8230168,14212137,6212750,1301888,2695226,6796536,2207848,2305385,3360191,2337898,10045580,1459487,3850153,1812,5319625,4117217,3315133,25203876,10666704,1903134,1209469,3903309,11484564,6318579,6111095,3676359,193100
1300000000,National Capital Region,1303900000,First District,228136710,248687547,476745879,37299649,46193874,25740508,12218270,2707703,9416895,10946895,3109346,7565677,6397778,6767150,59772965,2616714,5210344,0,4980154,6800254,10924537,126112218,17054994,16693518,1121704,5722755,28165458,6182708,4810682,12278359,13148,206729567,279397819,486127380,36640900,27971494,17876173,12845143,2937866,6054071,9030983,2895049,3380088,6833946,5371866,74891988,2589962,5187957,184,10412644,8225856,9823277,117092232,24609678,12157692,2698564,13711913,30696378,11415639,7519330,23129313,127200
1300000000,National Capital Region,1307400000,Second District,730184895,1193128485,1923096079,132996176,136382981,88205446,46198242,11649700,37378766,47421446,11189286,28975655,21906543,25268413,142612241,8840514,15301580,2880,20137337,38101267,49994678,592212324,96499824,82237332,7116041,29199030,134423058,46133984,17308926,55272410,347300,690513790,1170869570,1861383347,118981988,100051426,65596265,47050932,10583369,21232083,34792589,9966931,12586673,22752226,17520680,229398628,8536701,17191589,5258,39927533,41230669,44390230,467294298,124232388,53448018,14810347,60018895,120366126,47431449,29959154,101351740,675175
1300000000,National Capital Region,1307500000,Third District,673951999,895419891,1569206315,141943246,120170480,77791803,37453632,11053205,33626685,45965946,12812549,27617218,21799794,22425120,121292321,8245933,16239742,613,16081739,22307095,37423850,450485340,70298070,66390510,4116118,18412576,110676402,31292186,20857954,21665263,926500,672998423,799847243,1472845654,132189386,97939293,71551172,44650975,10755032,23003287,37353416,13437728,14637960,26117975,18981268,182380931,9790339,17605776,1170,26443642,26572083,28181156,340040862,93718560,35038836,6648442,31907424,102452736,29848528,30581781,20574446,441462
1300000000,National Capital Region,1307600000,Fourth District,1036818861,1738300558,2774680771,210284711,199150558,132167978,64311446,17697621,58495157,72572814,17553882,40015483,34472065,46871612,143225534,12954991,20343606,8166,27553269,52203685,64836010,935102418,141082188,116974740,7914870,40363923,196943820,46624805,31687922,43318633,387512,891326531,1638213088,2529539611,167615140,131353526,93739169,56187827,13401329,26791056,48165724,13435853,16728626,30644664,30654099,262609518,13769514,25805638,13990,58153577,54749916,52587312,703228488,162169338,75184206,15692839,62508699,181190658,74623717,48894847,109098733,541616
1400000000,Cordillera Administrative Region,1400100000,Abra,129627134,146418645,275963482,41751677,27027039,16844375,6717153,2366726,4663787,12488270,2657108,5002960,3290304,4573959,2243776,2178685,2404558,8250,5100954,4005932,6329593,62472480,12398478,7462452,726512,4002441,20107896,9152801,6031353,3954960,81300,104705512,123880211,228585720,37794615,15314455,11720313,4438295,1470752,3254738,10161228,2281318,3267664,2690777,2889629,9421728,1368237,2542228,46281,7519525,4915503,6184087,45197004,13735026,3818334,1642294,5113948,18037560,5762184,4245264,3479006,273730
1400000000,Cordillera Administrative Region,1401100000,Benguet,259749236,496361695,755957206,60358423,53844609,29534249,21004114,5679863,18446634,22756559,6340585,9108948,8423198,8039317,16212737,2615815,4990533,1178365,11933507,10080381,26735643,224207124,49997172,31389918,4132607,24023195,53714538,24580573,11938654,14567270,276400,187407624,476735563,664143170,47628020,30885779,19565771,13934975,4294382,9688552,16867167,5234253,4728694,6270145,4826993,23482893,2042681,3246859,1185086,21355969,13231799,26267226,191296704,54230190,21119328,7081649,40649927,47328444,17768263,12963889,15961305,1006244
1400000000,Cordillera Administrative Region,1402700000,Ifugao,128187595,191854272,319934208,36308353,25506481,15276337,8265946,3128509,9400013,14462328,3182680,3844026,2809984,3073977,2928961,1800191,1332684,3554017,7307583,4319510,10218151,58360722,22317462,10881492,1405241,6043958,19205724,24162045,14521317,6419175,5000,107724997,151472162,259197155,39749497,15600428,10569238,5350839,2003352,5367556,12128173,2100333,2229169,2351772,1844967,8429673,1079459,618027,4035130,10672316,5200654,7643880,43982088,18609198,3928692,1805322,8898642,19716504,8999454,8541442,6954319,787035
1400000000,Cordillera Administrative Region,1403200000,Kalinga,177041426,247981042,424810851,48096124,32131823,22121321,11472624,3711425,10150795,17899964,5468313,6221086,4730327,5582454,9455170,4141304,3319484,1265398,10169791,7847335,14464291,81929544,30394356,14316186,1001827,9467858,37465806,16036618,10093699,6048295,19250,150671787,169044087,319715873,53422083,21052707,16284236,9995182,2460509,4075061,12201204,3405869,3119530,3440265,3314733,17900408,2656161,2779453,1404747,8911720,5199506,10064406,57653772,22066650,3837894,1919412,9533267,20290728,10208981,7381935,4321580,813875
1400000000,Cordillera Administrative Region,1404400000,Mountain Province,115187813,167695833,282760977,33749401,19680103,12564407,8585515,3084684,8301128,11517377,3075910,2933102,3672542,4365417,3658227,1285823,1065279,1189363,6096690,3749972,7937144,48501858,13611024,9282564,1272519,5655882,27401742,14086587,10508106,16026880,24400,90344476,122918860,213263289,31803070,13668761,9032070,6511589,2431456,4963748,9132416,2435022,1802778,2849508,1531734,4182324,980983,1579681,1226051,9083078,4223056,6193513,31280790,8080944,3117054,2026306,9195535,16074120,5660770,10956364,12198145,1042470
1400000000,Cordillera Administrative Region,1408100000,Apayao,56910343,79810945,136625541,20150561,8836282,7284720,3055691,1508529,2848979,5095709,1447376,2476298,1499727,1950838,755633,1632673,1305022,485922,3759870,2926460,10449830,22878786,8360010,3741486,670241,1748818,11509854,3356982,3754464,3216027,14500,47508027,67412762,114920786,19856633,6182588,5394616,2537870,737067,1554003,4737753,1290812,1641808,1101162,1387125,1086590,943642,669546,339983,4737039,2583418,2873566,18319554,8151690,1507692,858364,11013960,8249232,3290093,2698262,1005021,171700
1600000000,Region XIII - Caraga,1600200000,Agusan del Norte,280999481,389412335,670345694,81767330,47963998,41833647,21562373,4038830,12322949,17557185,4564252,12080308,7272034,11618715,18417860,2857517,5925965,900,12644843,14601264,25342437,126097338,46070988,21034836,2939244,13130515,50796198,28004974,21230034,18497482,237800,253386772,305893934,559280700,79923237,35216430,33978694,20654673,3284935,6902317,13543540,4073729,4950683,8621041,7731330,34506163,2598883,6327010,3752,14942852,12837168,15451889,93669540,37697628,10313928,3779817,17103707,35616414,23012787,20662353,11076626,799580
1600000000,Region XIII - Caraga,1600300000,Agusan del Sur,137724107,154603306,292297764,40035076,22711162,22489002,9437440,1795330,7580209,10863116,2583447,5662329,3028882,5183023,6355091,1548619,2693851,23690,7021672,5909809,9564081,42626154,18347592,7264164,1389329,2621138,23688534,12635677,11265989,7888347,114660,108652811,138641460,247294271,36988250,12684631,16094690,8132326,1209217,4063214,7120780,1921479,2333351,3276463,2905443,11922967,1233630,2738666,45919,9384198,5954467,6726303,36929310,13696656,2680680,2341749,7225113,17066424,12021039,11165552,8528240,903514
1600000000,Region XIII - Caraga,1606700000,Surigao del Norte,69462839,86431894,155875546,21348646,10937217,11884874,5210607,950157,3399129,4767005,1158853,2980781,1720908,2286485,2818177,616955,1090521,3000,2142887,3321236,4446502,39594996,9261012,4838970,341623,1557561,10998378,2500328,3322178,2310097,85650,128069586,143749687,271819272,41394805,16267154,22647880,10241656,1559350,4852544,8015201,1876508,2963488,4494182,4201002,9555816,1381460,2851799,260,7226935,5020635,5818102,50903688,14129424,3707850,2139599,6013703,15038196,12796843,12653202,3478011,589980
1600000000,Region XIII - Caraga,1606800000,Surigao del Sur,122860352,164159358,286952599,41841721,17520800,21021118,9111602,1599008,5485308,7483041,2072715,5104024,3279530,5617340,2724145,1392854,2248254,44731,4964280,7270859,5875016,53003100,16572228,8290542,775788,3845762,23056944,15589083,12376891,8773126,79900,109818357,142276136,252094491,41321516,11835624,16697806,7557519,1196202,3450330,6398018,1805542,2628671,3891779,3414959,9620391,1360773,2725356,25,7510824,5638274,6732245,39528696,15178380,3030450,2423894,6384750,16449444,18061302,12115900,4361623,774200
1600000000,Region XIII - Caraga,1608500000,Dinagat Islands,49835278,59766928,109590092,18726390,5800852,8243388,3869900,729188,2699443,4004251,845373,1829578,1218369,1426282,442264,402383,1142432,210,2227986,2310332,6079827,19035768,5042922,2533764,798972,1752964,9403716,2292367,4760057,1948612,34616,43830151,52497829,96327979,17349083,3394542,7766327,3635290,462364,1615325,2922133,769044,852987,1301287,1011226,2750543,289496,1027479,3711,3253196,2099304,3018557,14061228,4727910,1107480,856605,3705798,5880474,5319648,5091673,1698854,356416
1700000000,Region IVB - MIMAROPA,1704000000,Marinduque,129731949,139953149,269642481,34217743,22912231,27048719,8257401,2308759,6341917,9995221,2854407,4841305,3506976,4227856,3219414,2341862,2204515,5367,4646913,6881388,8795149,49476522,13322868,8257044,1155423,2846529,20670054,8902567,5573610,4750840,122498,102197249,139184169,241381412,26738438,13340877,17635171,6681729,1774131,3902603,6931363,2398994,2388221,3379239,2749635,14276848,1616716,1851468,1565,7284918,6201949,7154469,41911920,15020136,3271386,2598893,5798036,17651880,13925415,7159281,7389487,346650
1700000000,Region IVB - MIMAROPA,1705100000,Occidental Mindoro,115158464,154964285,270079113,35046953,19533269,16511632,8342869,2491864,6485910,9201744,3382481,5258914,2816410,3989278,2097140,2286699,4981423,41994,6955004,6677640,9558716,51793494,13891128,8210478,1043821,2964365,23279382,9703097,7162298,6299596,115150,110878130,122151483,233029610,37451014,16436095,15164148,6850777,1819047,3486119,7271683,2856548,2725322,3094060,2456019,11267298,1561735,2807765,41361,8147457,5652873,5211215,32239914,12288378,2730852,1762721,6363085,16554360,12023083,6300731,8079091,386862
1700000000,Region IVB - MIMAROPA,1705200000,Oriental Mindoro,119178609,188858331,307972139,36697781,18367808,17658665,8668668,2347307,6702969,10449943,3223926,5343930,3534166,2858279,3325167,2335482,3096881,72641,7347801,6667546,15810954,64538862,19317054,11418264,2211620,5348873,24885648,12306532,7608335,5852038,39800,117178062,132767582,249945640,34069574,18415913,17082174,8209426,2007960,3940710,8076270,2947053,2649061,3747327,2218731,13813863,2146437,2749260,29836,7056688,5307631,7376843,44233602,18713664,3646962,2715810,5691228,17251524,7114871,5416816,3090837,225573
1700000000,Region IVB - MIMAROPA,1705300000,Palawan,209728595,301615746,511265740,75876467,28086808,30200175,14278007,4670728,10056121,16804495,4997660,7324176,5724872,7255314,4453772,3213249,5330321,12410,8456548,8873471,15576207,126380256,29567682,16411062,1918732,4120385,39736440,24646546,7355752,9949010,67675,215002080,256049811,471051886,74990278,22897469,27521731,12559164,3663556,7500353,15239289,5322265,5273088,7307743,5409441,27317703,2753046,4441931,13456,17111119,10028746,10767045,101639322,28275846,8255064,3114459,10664157,28327614,13872967,9805531,6710388,269120
1700000000,Region IVB - MIMAROPA,1705900000,Romblon,122056688,134295678,256340334,40871959,17495182,21119470,9414545,2204395,6558609,9240006,2564580,3585896,3990652,2940503,2070891,2713864,2402927,960,4841069,6442654,8920456,42437586,9060468,7850862,947733,1397738,19812396,9511331,8234245,9684269,37120,102410156,116954217,219364372,35433539,12074593,14394162,8156871,1720668,3561076,6608171,1960026,2159240,4295232,2040480,10006098,1950062,1443209,3025,6133223,6366782,5519102,36784560,10547556,2597508,2342212,4257896,15640806,9100851,6336172,7654713,276540
1900000000,Autonomous Region in Muslim Mindanao,1900700000,Basilan,97067277,87055481,184012636,36226586,5424298,16808349,5134024,2652161,6212215,9827127,3280066,3411345,3769571,3422217,899318,104988,2921310,221263,5831394,2848757,4821446,30477498,11212656,3264396,369120,1599078,10375728,5379827,3217610,4369410,41000,105897145,75220086,181117229,38420711,5564294,17784409,4893039,1959792,4113147,9980589,3478197,3348025,4582814,2876241,8895887,181636,2549691,174575,5133840,2285606,2585774,20050800,9649254,2471976,740395,2860631,12240990,5562014,6654679,1960875,117350
1900000000,Autonomous Region in Muslim Mindanao,1903600000,Lanao del Sur,290065543,130580897,419638646,88778474,11438364,34557693,10359997,3540712,15720830,19359530,6217079,52845941,5893162,7648925,33704836,180743,3367448,208485,6304353,4463143,7431974,48784128,15934350,4807908,771185,1995239,21935574,3548251,2874058,7926558,47500,137830612,94431533,232262141,60497995,5660167,17054655,6175490,2620859,5874908,10086348,4018831,5017166,4223551,3023759,13576883,54095,2771712,283906,5700442,4125862,3319942,35813496,11305584,2209500,1019305,4115199,14826924,2544810,1787091,4524005,29660
1900000000,Autonomous Region in Muslim Mindanao,1906600000,Sulu,106594391,72107363,178614527,40616063,3742605,22904876,3564951,2725726,4201439,9634976,4544118,4008128,4402277,3558416,2690816,6245,3532849,6864,4537421,1763306,4489285,24304620,10277100,2675538,204368,685665,11311248,4766240,1763070,1771044,12500,88455756,45448277,133904031,27097295,2072739,29463422,2376613,1777827,4038511,9509769,2809411,3482128,3328738,1577245,922058,210,1657320,37444,3111926,1219299,796246,15917838,4131432,1317192,361534,6255749,7115514,412466,1259257,1837875,16975
1900000000,Autonomous Region in Muslim Mindanao,1907000000,Tawi-tawi,120325542,87238318,207039532,41170495,4955362,18221875,6094722,2856102,6847248,12915117,5377282,5412712,6069838,8616067,1788722,53761,5809060,98530,5529102,2586769,2824595,30949092,12783744,5000298,247473,1500752,12550074,2411808,3548935,1337325,7000,86840758,55431557,142272315,29159909,4068808,12810032,4540638,2216016,4445936,11162264,4196847,3766605,3944254,4498750,2030699,31531,1667609,40319,4380843,1705424,879690,21972702,7731336,1638798,525382,1265323,8775594,1368797,1920334,1521075,6800
1900000000,Autonomous Region in Muslim Mindanao,1908700000,Maguindanao,112882787,104310984,217115417,42084033,7855781,18412108,4722356,2240413,6613661,8407083,3513596,4277080,4264431,5180350,5311895,275429,4686527,2380,6057190,3064510,2489529,36534540,14143410,5296296,565712,1600796,15402000,6653478,4397358,3133229,8600,121427430,83312020,204739446,52441894,5720669,14244231,5093219,1845695,4128288,7440961,3744892,2381318,4668467,2878085,16839711,172344,4162213,590,5193746,2476836,2151829,30006054,9970206,2663040,931435,2990140,11486688,3067327,5298869,2644837,95866
1200000000,Region XII - SOCCSKSARGEN,1909900000,Cotabato City,85514163,104205857,189685512,26966423,7447921,12147588,4505099,1624175,5535503,5785766,2907336,4412201,3151729,4020986,7009436,289053,1711457,460,4480888,2743266,3026982,42244344,11167494,6221484,809087,1973752,14538906,6907133,4169301,3618950,303300,78863641,68308519,147172157,29887318,4303443,8970997,4175948,1196068,2375864,4211488,2308351,1473752,3238022,2197839,14524551,124891,1357250,0,3123941,1800082,2038941,28710582,7134096,2513136,644815,3045149,10032888,2539448,3484358,1722542,36400
200000000,Region II - Cagayan Valley,200900000,Batanes,61705424,145048656,206725064,16541557,10290484,7734647,5312041,1709505,4108164,6888819,1241608,2864851,1553480,2540599,919669,1853695,1052402,1080,4255396,5029127,9476088,52869666,14530968,9680886,812103,4796732,15372738,8518231,9719459,6566073,514012,52308791,106323075,158631865,13370929,8692788,5655478,4962571,1631564,2877316,6437449,978224,1830022,1943400,1952087,1976963,1638715,924987,900,5925969,3861391,4014098,34837650,10147908,4108044,1667788,4334874,14026992,8321651,6869811,5635097,7200
200000000,Region II - Cagayan Valley,201500000,Cagayan,141619733,188083449,329484116,35947772,29731989,20544335,8991702,2847779,6617967,13158748,2935533,8443118,3679890,5850293,2870607,4491481,4398873,202176,6284300,7357021,9903971,74053542,16933560,11880048,1451723,4456364,22943082,12309695,6245443,4946670,225500,116423777,136328648,252752425,32626014,19923326,13855076,7762889,1950329,3021307,8274231,2393328,3630180,3088722,3446404,16451971,3092357,2891367,167056,6352210,5261221,6354265,47654808,14990136,4362084,1990001,5393442,15121662,9639059,7670094,4674804,714082
200000000,Region II - Cagayan Valley,203100000,Isabela,123276920,164870982,288093128,31145675,25130254,17207433,9170916,2511335,5138474,11228298,2562435,6238715,2998996,5708419,4235970,3241317,3328255,74773,4271951,5955136,11347750,67219620,17562546,9937404,994724,3841108,24339090,5449437,4775015,2503436,29420,111799555,117106344,228905897,30412990,19099278,12968771,7349473,1746208,2312962,7932826,2227945,3200995,2505458,3273994,18768655,2196162,3046346,108481,5570482,5041075,4391885,40738800,14200044,3819348,1289024,3997427,16234338,4640889,6102911,5254232,474900
200000000,Region II - Cagayan Valley,205000000,Nueva Vizcaya,137618027,173597454,311069093,33219858,29671836,19652009,9648092,3016358,7125535,13480324,3025597,5983590,3610081,5210087,3974660,2727655,2952301,770708,5797382,5662136,12901400,59572452,23049822,10819962,1312065,5015987,22815912,11346147,5767501,2976974,109050,120077603,149335545,269413146,29703277,19817210,13521267,8236123,2161648,3674636,9349766,2430236,3282639,3065061,3319939,21515801,2124781,2578461,1029418,7854264,5996812,7742797,46407996,18420972,5501004,1963900,10208306,20880210,7324178,6520550,4054778,727118
200000000,Region II - Cagayan Valley,205700000,Quirino,125592482,169506949,294951308,34111877,24050441,17099921,9004442,2637350,7061091,11477488,2957550,5661877,2729556,4736060,4064829,2481085,1974595,1365828,6562245,5961552,10915973,55317588,18866466,10395078,1464477,3513585,24567828,11041035,6932339,8078965,68310,114741391,148287889,263029280,34385816,19353281,13740972,8290176,1944555,3651905,9444534,2469858,3318306,2586522,3448512,12106954,2134849,1856832,1230440,8387164,6124014,7937497,39964026,16058418,4249872,2077730,8021670,19598190,19124080,6305856,4745166,472085
300000000,Region III - Central Luzon,300800000,Bataan,163681518,237147588,400786585,36450657,31175231,24856575,11858634,3382916,8639718,12270096,3613190,7566400,4220895,5214576,14432630,1309959,4909373,0,5675582,9464090,19276219,95321502,23144706,14912544,1760409,5094365,30686898,12505586,6827696,5691399,567260,165370704,236915041,402285742,35608087,25930181,19208951,12346941,2732089,5252630,10053705,3391287,4584888,5230850,3811164,37219931,1597746,4755863,4264,11769303,9334092,14357106,79193826,28901754,9677130,3002371,8138425,28284462,19329026,10485525,7682817,401331
300000000,Region III - Central Luzon,301400000,Bulacan,156418902,218409970,374774627,34471720,29995920,20116896,11463604,2923039,6700315,11087362,3589576,6941908,5456489,7238504,16433569,2093746,5730008,0,4140270,6968469,14546056,88929180,22771326,14709984,1397495,5984329,30744006,11732600,4275461,4171430,215610,146979155,229842537,376821690,30028686,21456678,15254761,10960028,2416413,3890703,7788369,3093840,3734490,5830594,5018767,37505826,1616602,6439502,1610,8034338,8287981,14856651,74328612,30534252,9813252,2533534,8567855,25237164,20665673,10469124,8135587,320800
300000000,Region III - Central Luzon,304900000,Nueva Ecija,117674448,155914217,273534923,31236069,23728123,15202692,8130685,2523805,6155131,9638717,2879803,5468843,3279437,4266019,5165124,1429726,3984153,510,3494164,4843419,7940628,75021150,13874994,9103626,646695,2320759,19641288,4382607,4526188,4560810,143500,141960125,172264780,314224904,36295003,21875887,13535260,9438592,2194754,3794734,8187699,3127561,3607310,4669249,3239464,31994612,1516521,7059411,4989,7332391,7093734,10794673,60775974,19221300,6216354,2026603,6272503,19493442,8690985,9754567,5288001,723332
300000000,Region III - Central Luzon,305400000,Pampanga,404364762,587659125,991791127,72677396,89115306,53388460,23974984,7457852,24988895,31393443,10124069,19803741,10821033,20470717,40148866,5458254,10393476,8028,15344761,17777100,30191428,264428370,54025332,36847584,3574700,11337023,67283178,22324887,25953296,22642408,69300,329601809,429275832,758877641,64864745,51925493,34733225,22651218,4446101,9137511,17871520,8422045,7850570,10029836,10792364,86877181,4778464,16874007,780,18513814,16391678,17550787,151061526,52606116,20302758,3878360,14106639,45227706,22298027,28523106,16829896,332168
300000000,Region III - Central Luzon,306900000,Tarlac,162614928,223760182,386258986,35181996,32440549,22063651,11168019,2818641,8865080,12012524,3766591,8354163,4929068,7766406,13248240,2397535,6636615,0,9068264,9156958,19079658,76842600,21453000,12722874,1420975,4732955,29401902,15989341,8302068,6427537,127900,156023299,183011879,339035179,36505636,23635407,18266698,11053626,2344650,4997733,9910784,3477514,4185304,4089878,5237312,32318757,2256718,6142696,1650,10137688,7483155,8366345,56226852,23899674,6860994,1632679,6361786,22550820,10082990,11484751,8876031,647050
300000000,Region III - Central Luzon,307100000,Zambales,312996757,471623107,784469355,69629571,55551661,43118091,21229280,6113241,18316031,25367629,7838849,14093558,7306953,14417232,30014661,5372212,7188701,3020,11327941,15064543,24613131,208193286,39464256,30861018,3206076,5471644,61201062,17359141,20447215,21577161,272700,313162955,438238433,751401388,67802426,49723689,37131320,23112416,5049770,11207618,22277404,7471625,8201563,8728338,10738304,61718482,5045897,10384502,4630,18106200,16778762,17971458,163843812,44905308,18251574,7129184,16384966,47621574,25856853,21308408,23649495,995810
300000000,Region III - Central Luzon,307700000,Aurora,150602033,189348107,339905444,38793343,27218194,24872791,11707168,2979157,8045149,13260620,4238242,7046542,3503274,4172886,4764667,3869550,4744222,293630,7205647,6838911,10032299,60543744,17472066,12687690,1634264,5524835,26657136,14983191,8885361,7955161,20400,142044612,172455180,314499787,35843959,23881974,21937954,10807694,2429177,4508461,10899939,3337964,3945394,3957694,2820788,17673614,3013426,3402069,221083,10977826,8177901,10822285,46250820,17352288,5141334,2754135,9522567,22417500,17373692,8823033,5914421,290800
400000000,Region IVA - CALABARZON,401000000,Batangas,150747762,233953326,384688459,37371870,31064236,20285601,9808046,3203014,7033027,10086642,3229020,8298178,4341286,5579065,10447777,2011167,9497361,7490,5077730,6944530,18032529,91296108,22423668,14576040,2943217,9115439,30991620,7637360,7605507,5605688,187872,134810396,207985881,342796275,31042690,20212061,13026443,8229016,2214460,3240693,6388188,2688949,2847878,3865469,3340453,37714096,1158039,4151038,0,8997870,9119081,10658626,72943836,26944932,9672246,2624126,10548400,27054504,6040741,11088206,5527276,1456960
